SLIDE,WORD_INDEX,ZG3_VALUE,EZE4_VALUE,SAME
0x030000,6,0x540002017100041f,0x540002017100041f,YES
0x030000,7,0xf8e91109aa1403e9,0xf8e91109aa1403e9,YES
0x034000,0,0x97ff65f7f9404816,0x97ff65f7f9404816,YES
0x034000,1,0x1400002397fd98f6,0x1400002397fd98f6,YES
0x034000,2,0xd538410897ff64f8,0xd538410897ff64f8,YES
0x034000,3,0x97fffed6aa1303e0,0x97fffed6aa1303e0,YES
0x034000,4,0xf90006953607fd60,0xf90006953607fd60,YES
0x034000,5,0xaa0b03e0c8ebfd42,0xaa0b03e0c8ebfd42,YES
0x034000,6,0xb945b6c8b40001a8,0xb945b6c8b40001a8,YES
0x034000,7,0x4a800d00aa0103f4,0x4a800d00aa0103f4,YES
0x038000,0,0x943e3493d65f03c0,0x943e3493d65f03c0,YES
0x038000,1,0xf9400af9aa1703e0,0xf9400af9aa1703e0,YES
0x038000,2,0xf8bfc328f8bfc348,0xf8bfc328f8bfc348,YES
0x038000,3,0xaa0003e154fffd40,0xaa0003e154fffd40,YES
0x038000,4,0xf9402288d63f0100,0xf9402288d63f0100,YES
0x038000,5,0xa9437bfda9444ff4,0xa9437bfda9444ff4,YES
0x038000,6,0xb9400815a902ffff,0xb9400815a902ffff,YES
0x038000,7,0xb40003a8f9402108,0xb40003a8f9402108,YES
0x03c000,0,0xf0012009f901752b,0xf0012009f901752b,YES
0x03c000,1,0x72a0002a528a300a,0x72a0002a528a300a,YES
0x03c000,2,0x37000648b9402a6a,0x37000648b9402a6a,YES
0x03c000,3,0x528847ea9b0a7d08,0x528847ea9b0a7d08,YES
0x03c000,4,0x9b0afd2b52801f4a,0x9b0afd2b52801f4a,YES
0x03c000,5,0x5285a009a94123f4,0x5285a009a94123f4,YES
0x03c000,6,0x53017c4d2a0303ec,0x53017c4d2a0303ec,YES
0x03c000,7,0x540000c0eb13029f,0x540000c0eb13029f,YES
0x040000,0,0xf0010ec854000802,0xf0010ec854000802,YES
0x040000,1,0x88dfff689100435b,0x88dfff689100435b,YES
0x040000,2,0xa9017bfdd10183ff,0xa9017bfdd10183ff,YES
0x040000,3,0xf9400d08f9401a88,0xf9400d08f9401a88,YES
0x040000,4,0xb900126811000508,0xb900126811000508,YES
0x040000,5,0x97ffe576b9001308,0x97ffe576b9001308,YES
0x040000,6,0xa9412eecd63f0100,0xa9412eecd63f0100,YES
0x040000,7,0x97fd8469aa1603e0,0x97fd8469aa1603e0,YES
0x044000,0,0xf85f83a9f942f108,0xf85f83a9f942f108,YES
0x044000,1,0x9a890329720d037f,0x9a890329720d037f,YES
0x044000,2,0xd42aa240d65f03c0,0xd42aa240d65f03c0,YES
0x044000,3,0xaa1403e08b090114,0xaa1403e08b090114,YES
0x044000,4,0x8b080009f2baf6ca,0x8b080009f2baf6ca,YES
0x044000,5,0xeb09011ff9400ec9,0xeb09011ff9400ec9,YES
0x044000,6,0x943e9cb5aa1303e0,0x943e9cb5aa1303e0,YES
0x044000,7,0xf9400275b40004e8,0xf9400275b40004e8,YES
0x048000,0,0xd50323bf910443ff,0xd50323bf910443ff,YES
0x048000,1,0xd503233f943e7414,0xd503233f943e7414,YES
0x048000,2,0x1100282a51000828,0x1100282a51000828,YES
0x048000,3,0x92993fe95400010d,0x92993fe95400010d,YES
0x048000,4,0xd503233fd65f03c0,0xd503233fd65f03c0,YES
0x048000,5,0xa9402809f81f83a9,0xa9402809f81f83a9,YES
0x048000,6,0xf9001bf5910083fd,0xf9001bf5910083fd,YES
0x048000,7,0xd53841089400202a,0xd53841089400202a,YES
0x04c000,0,0xf000b769f94002c8,0xf000b769f94002c8,YES
0x04c000,1,0xf9400be5aa1a03e0,0xf9400be5aa1a03e0,YES
0x04c000,2,0xdac01129f13ffd1f,0xdac01129f13ffd1f,YES
0x04c000,3,0xb50000a8f9475ac8,0xb50000a8f9475ac8,YES
0x04c000,4,0xaa1303e0b000b161,0xaa1303e0b000b161,YES
0x04c000,5,0x54fffd036b19009f,0x54fffd036b19009f,YES
0x04c000,6,0xb5000042aa0003e1,0xb5000042aa0003e1,YES
0x04c000,7,0xb90011a89b2b354d,0xb90011a89b2b354d,YES
0x050000,0,0x91012009d503233f,0x91012009d503233f,YES
0x050000,1,0xf9400829c8dffd28,0xf9400829c8dffd28,YES
0x050000,2,0xf940080836000208,0xf940080836000208,YES
0x050000,3,0xf940012af9400429,0xf940012af9400429,YES
0x050000,4,0xd50323bf910143ff,0xd50323bf910143ff,YES
0x050000,5,0xd53b4228d65f03c0,0xd53b4228d65f03c0,YES
0x050000,6,0xd50323bf910183ff,0xd50323bf910183ff,YES
0x050000,7,0x540002c0b100067f,0x540002c0b100067f,YES
0x054000,0,0xb9008a7fb9008e7f,0xb9008a7fb9008e7f,YES
0x054000,1,0xa94267faa9435ff8,0xa94267faa9435ff8,YES
0x054000,2,0xd538d088f0010da9,0xd538d088f0010da9,YES
0x054000,3,0xf9403a96aa1403e0,0xf9403a96aa1403e0,YES
0x054000,4,0xaa1403e091220294,0xaa1403e091220294,YES
0x054000,5,0xaa1403e054ffe882,0xaa1403e054ffe882,YES
0x054000,6,0xf9475d43f9404521,0xf9475d43f9404521,YES
0x054000,7,0xf8bfc288f8bfc288,0xf8bfc288f8bfc288,YES
0x058000,0,0x9ad42508f8685928,0x9ad42508f8685928,YES
0x058000,1,0xc8dffd28a901ffff,0xc8dffd28a901ffff,YES
0x058000,2,0xb9400be291042929,0xb9400be29100c929,NO
0x058000,3,0xf00114c8943eee23,0xf00114c8943eee23,YES
0x058000,4,0xd503201ff946e2e3,0xd503201ff946e2e3,YES
0x058000,5,0xf8bfc128f8bfc108,0xf8bfc128f8bfc108,YES
0x058000,6,0x1400005239020a9c,0x1400005239020a9c,YES
0x058000,7,0xb94e2f2054000f82,0xb94e2f2054000f82,YES
0x05c000,0,0xf9405b42b000b1f6,0xf9405b42b000b1f6,YES
0x05c000,1,0x9104f8219000b481,0x910198219000b481,NO
0x05c000,2,0x910003fda9016ffc,0x910003fda9016ffc,YES
0x05c000,3,0x927ef528f9404501,0x927ef528f9404501,YES
0x05c000,4,0xeb0802bf91070108,0xeb0802bf91070108,YES
0x05c000,5,0xb90012c8f1000508,0xb90012c8f1000508,YES
0x05c000,6,0x540007227100801f,0x540007227100801f,YES
0x05c000,7,0xaa1f03e2910003e0,0xaa1f03e2910003e0,YES
0x060000,0,0xf94095088b0802a8,0xf94095088b0802a8,YES
0x060000,1,0xb86969089138014a,0xb86969089138014a,YES
0x060000,2,0xf944c129f9450d08,0xf944c129f9450d08,YES
0x060000,3,0xa8c27bfdf9400bf3,0xa8c27bfdf9400bf3,YES
0x060000,4,0xf240081ff942f108,0xf240081ff942f108,YES
0x060000,5,0xb4000268c8dffd08,0xb4000268c8dffd08,YES
0x060000,6,0xb5ffede8c8dffee8,0xb5ffede8c8dffee8,YES
0x060000,7,0xaa0003e394005e1a,0xaa0003e394005e1a,YES
0x064000,0,0xa9004e7ff940027b,0xa9004e7ff940027b,YES
0x064000,1,0xd50323bfa8c17bfd,0xd50323bfa8c17bfd,YES
0x064000,2,0x941a56a1b94fcad7,0x941a56a1b94fcad7,YES
0x064000,3,0x97ff77c9913ad400,0x97ff77c991377400,NO
0x064000,4,0xd10032c9d11122c8,0xd10032c9d11122c8,YES
0x064000,5,0xd5384108aa0003f3,0xd5384108aa0003f3,YES
0x064000,6,0x9117e2d6b0010e55,0x9117e2d6b0010e55,YES
0x064000,7,0xd4210000d65f03c0,0xd4210000d65f03c0,YES
0x068000,0,0xaa1f03e1aa1a03e0,0xaa1f03e1aa1a03e0,YES
0x068000,1,0xa9055ff8910103fd,0xa9055ff8910103fd,YES
0x068000,2,0xd503233ff8bfc308,0xd503233ff8bfc308,YES
0x068000,3,0x2a0403f3d5384108,0x2a0403f3d5384108,YES
0x068000,4,0xf9002bf7910103fd,0xf9002bf7910103fd,YES
0x068000,5,0xa90557f6910103fd,0xa90557f6910103fd,YES
0x068000,6,0x943ef193d65f03c0,0x943ef193d65f03c0,YES
0x068000,7,0xd50323bf9101c3ff,0xd50323bf9101c3ff,YES
0x06c000,0,0x52800d025281b801,0x52800d025281b801,YES
0x06c000,1,0x52802488b40004c0,0x52802488b40004c0,YES
0x06c000,2,0x910003fda90157f6,0x910003fda90157f6,YES
0x06c000,3,0xb4000689f9401d09,0xb4000689f9401d09,YES
0x06c000,4,0xa9444ff42a1703e0,0xa9444ff42a1703e0,YES
0x06c000,5,0x1400003d372001a8,0x1400003d372001a8,YES
0x06c000,6,0xa90157f6a9bd7bfd,0xa90157f6a9bd7bfd,YES
0x06c000,7,0xf94026a854000381,0xf94026a854000381,YES
0x070000,0,0x17fffffbd4210000,0x17fffffbd4210000,YES
0x070000,1,0x321e01083940e008,0x321e01083940e008,YES
0x070000,2,0x90011580f9000a74,0x90011580f9000a74,YES
0x070000,3,0xa9025ff8910003fd,0xa9025ff8910003fd,YES
0x070000,4,0xa8c57bfda94167fa,0xa8c57bfda94167fa,YES
0x070000,5,0x910301088b140ec8,0x910301088b140ec8,YES
0x070000,6,0x340000a097ffff4e,0x340000a097ffff4e,YES
0x070000,7,0xb40008e0941ab090,0xb40008e0941ab090,YES
0x074000,0,0xaa1303e252800401,0xaa1303e252800401,YES
0x074000,1,0x2a0003f4a9024ff4,0x2a0003f4a9024ff4,YES
0x074000,2,0xd503249fb9000275,0xd503249fb9000275,YES
0x074000,3,0xf9000bf5a9bd7bfd,0xf9000bf5a9bd7bfd,YES
0x074000,4,0x94192fe3aa1303e2,0x94192fe3aa1303e2,YES
0x074000,5,0xd50323bfa8c27bfd,0xd50323bfa8c27bfd,YES
0x074000,6,0x912fd0632a0003f5,0x912fd0632a0003f5,YES
0x074000,7,0xaa1303e252800401,0xaa1303e252800401,YES
0x078000,0,0xd100c3ffd503233f,0xd100c3ffd503233f,YES
0x078000,1,0x370000a097fff953,0x370000a097fff953,YES
0x078000,2,0xb40000e8f9401d08,0xb40000e8f9401d08,YES
0x078000,3,0xaa1403e22a1503e1,0xaa1403e22a1503e1,YES
0x078000,4,0x54fffe817140811f,0x54fffe817140811f,YES
0x078000,5,0xb4000275d63f0100,0xb4000275d63f0100,YES
0x078000,6,0xf9403408a9034ff4,0xf9403408a9034ff4,YES
0x078000,7,0x52800022aa1603e0,0x52800022aa1603e0,YES
0x07c000,0,0xd65f03c0d50323bf,0xd65f03c0d50323bf,YES
0x07c000,1,0xd50339bf54000441,0xd50339bf54000441,YES
0x07c000,2,0x2a0003e12a0003f3,0x2a0003e12a0003f3,YES
0x07c000,3,0xb4000460941ae290,0xb4000460941ae290,YES
0x07c000,4,0x36280088f90007e9,0x36280088f90007e9,YES
0x07c000,5,0xb9400108f9402268,0xb9400108f9402268,YES
0x07c000,6,0x17ffff84b9008a68,0x17ffff84b9008a68,YES
0x07c000,7,0xaa1f03e12a1703e0,0xaa1f03e12a1703e0,YES
0x080000,0,0x9bab554bb9000314,0x9bab554bb9000314,YES
0x080000,1,0xaa2a03f0b940312f,0xaa2a03f0b940312f,YES
0x080000,2,0x9ac92149b9400289,0x9ac92149b9400289,YES
0x080000,3,0x910003fda9bf7bfd,0x910003fda9bf7bfd,YES
0x080000,4,0x39400d08f9402008,0x39400d08f9402008,YES
0x080000,5,0x910042d7d5384116,0x910042d7d5384116,YES
0x080000,6,0x943f6a3a9139a000,0x943f6a3a9139a000,YES
0x080000,7,0x91396000f00115e0,0x91396000f00115e0,YES
0x084000,0,0x3607eb1a3707eb3b,0x3607eb1a3707eb3b,YES
0x084000,1,0xa900a7e812800001,0xa900a7e812800001,YES
0x084000,2,0x35000100941b162e,0x35000100941b162e,YES
0x084000,3,0xd503233fd65f03c0,0xd503233fd65f03c0,YES
0x084000,4,0x911b28421a890106,0x9117c8421a890106,NO
0x084000,5,0xa9075ff8a90667fa,0xa9075ff8a90667fa,YES
0x084000,6,0x910003fda9014ff4,0x910003fda9014ff4,YES
0x084000,7,0xf9400bf397fffb97,0xf9400bf397fffb97,YES
0x088000,0,0x3900828852800028,0x3900828852800028,YES
0x088000,1,0x97ffccfcaa0103f3,0x97ffccfcaa0103f3,YES
0x088000,2,0x940c2dbb2a1403e1,0x940c2dbb2a1403e1,YES
0x088000,3,0x94082e45aa1403e0,0x94082e45aa1403e0,YES
0x088000,4,0x7100051f39770108,0x7100051f39770108,YES
0x088000,5,0xb940112aaa1503e9,0xb940112aaa1503e9,YES
0x088000,6,0xf9001be7910083a9,0xf9001be7910083a9,YES
0x088000,7,0x9401207654000601,0x9401207654000601,YES
0x08c000,0,0xd37ae508934cfd08,0xd37ae508934cfd08,YES
0x08c000,1,0xd000bae017ffffd0,0xd000bae017ffffd0,YES
0x08c000,2,0x940811612a0003f3,0x940811612a0003f3,YES
0x08c000,3,0x2a0803e0f0012169,0x2a0803e0f0012169,YES
0x08c000,4,0x2a0003f594081124,0x2a0003f594081124,YES
0x08c000,5,0x528198019000cd08,0x528198019000cd08,YES
0x08c000,6,0x9135e0429102a421,0x9135e042913f4421,NO
0x08c000,7,0xaa1f03f472a00048,0xaa1f03f472a00048,YES
0x090000,0,0xd503249f17fffff4,0xd503249f17fffff4,YES
0x090000,1,0x340004e0b94b6e80,0x340004e0b94b6e80,YES
0x090000,2,0x911fb0212a1f03e0,0x911c50212a1f03e0,NO
0x090000,3,0xaa1303e252800141,0xaa1303e252800141,YES
0x090000,4,0x910003fda9bf7bfd,0x910003fda9bf7bfd,YES
0x090000,5,0xaa0203e0f942f108,0xaa0203e0f942f108,YES
0x090000,6,0x94000b089346fd21,0x94000b089346fd21,YES
0x090000,7,0xeb1502dff8420eb6,0xeb1502dff8420eb6,YES
0x094000,0,0x912d10002a1703e2,0x9129b0002a1703e2,NO
0x094000,1,0x941b5776910d1421,0x941b57769109b421,NO
0x094000,2,0x350000809419732e,0x350000809419732e,YES
0x094000,3,0x540000c1eb09011f,0x540000c1eb09011f,YES
0x094000,4,0xaa0203e0b000b7a1,0xaa0203e0b000b7a1,YES
0x094000,5,0xaa1403e09000b482,0xaa1403e09000b482,YES
0x094000,6,0x120179089130a000,0x120179089130a000,YES
0x094000,7,0xd503233f943fa114,0xd503233f943fa114,YES
0x098000,0,0x92400829c8dffd01,0x92400829c8dffd01,YES
0x098000,1,0x370010a9f8e90289,0x370010a9f8e90289,YES
0x098000,2,0x9104012ac85f7e89,0x9104012ac85f7e89,YES
0x098000,3,0x3708068bf940010b,0x3708068bf940010b,YES
0x098000,4,0x927d656bd343fd4b,0x927d656bd343fd4b,YES
0x098000,5,0xaa0a03e0c8ea7d22,0xaa0a03e0c8ea7d22,YES
0x098000,6,0xb27e0022540007a5,0xb27e0022540007a5,YES
0x098000,7,0x97ff10ab910003e0,0x97ff10ab910003e0,YES
0x09c000,0,0xa9bd7bfdd503233f,0xa9bd7bfdd503233f,YES
0x09c000,1,0xf8bfc308f8bfc118,0xf8bfc308f8bfc118,YES
0x09c000,2,0x2a1f03e0a9434ff4,0x2a1f03e0a9434ff4,YES
0x09c000,3,0xf85f02c0f84186c8,0xf85f02c0f84186c8,YES
0x09c000,4,0xf84186a8f941a515,0xf84186a8f941a515,YES
0x09c000,5,0xb5ffff6891006294,0xb5ffff6891006294,YES
0x09c000,6,0xf9435516aa0103f5,0xf9435516aa0103f5,YES
0x09c000,7,0xf85f02c0f84186c8,0xf85f02c0f84186c8,YES
0x0a0000,0,0x394052c934000289,0x394052c934000289,YES
0x0a0000,1,0xf9401688f9002280,0xf9401688f9002280,YES
0x0a0000,2,0xf940011612800000,0xf940011612800000,YES
0x0a0000,3,0xb8bfc14bb8bfc108,0xb8bfc14bb8bfc108,YES
0x0a0000,4,0xd53cd04a17ffff9c,0xd53cd04a17ffff9c,YES
0x0a0000,5,0xb9001a7f52800020,0xb9001a7f52800020,YES
0x0a0000,6,0xd503249fd61f0140,0xd503249fd61f0140,YES
0x0a0000,7,0xb828327f52800028,0xb828327f52800028,YES
0x0a4000,0,0xb000b9a1940a7c22,0xb000b9a1940a7c22,YES
0x0a4000,1,0xf100029f9ad30a82,0xf100029f9ad30a82,YES
0x0a4000,2,0xf9402aa3d000b742,0xf9402aa3d000b742,YES
0x0a4000,3,0xeb18011f91004108,0xeb18011f91004108,YES
0x0a4000,4,0x94007749aa1603e0,0x94007749aa1603e0,YES
0x0a4000,5,0x9000b5e1d00111e8,0x9000b5e1d00111e8,YES
0x0a4000,6,0xaa1303e0910f6c42,0xaa1303e0910c0c42,NO
0x0a4000,7,0xf9408288940a78a2,0xf9408288940a78a2,YES
0x0a8000,0,0xb4000308f94006e8,0xb4000308f94006e8,YES
0x0a8000,1,0x9408af45aa1603e0,0x9408af45aa1603e0,YES
0x0a8000,2,0x9401224991075021,0x9401224991075021,YES
0x0a8000,3,0x940087c9f901657f,0x940087c9f901657f,YES
0x0a8000,4,0xf9400b489400874a,0xf9400b489400874a,YES
0x0a8000,5,0xaa1f03e011000508,0xaa1f03e011000508,YES
0x0a8000,6,0x7100057f1a880128,0x7100057f1a880128,YES
0x0a8000,7,0xd4210000d65f03c0,0xd4210000d65f03c0,YES
0x0ac000,0,0xa9054ff4a90457f6,0xa9054ff4a90457f6,YES
0x0ac000,1,0xd5384108a9074ff4,0xd5384108a9074ff4,YES
0x0ac000,2,0xa9054ff4f90023f5,0xa9054ff4f90023f5,YES
0x0ac000,3,0xc8dffee8aa0003f5,0xc8dffee8aa0003f5,YES
0x0ac000,4,0xaa1303e0d5033bbf,0xaa1303e0d5033bbf,YES
0x0ac000,5,0xaa1503e0f9000109,0xaa1503e0f9000109,YES
0x0ac000,6,0xd50323bff2ec3908,0xd50323bff2ec3908,YES
0x0ac000,7,0xf85f82602a1f03e2,0xf85f82602a1f03e2,YES
0x0b0000,0,0x940018d391016100,0x940018d391016100,YES
0x0b0000,1,0xd503201f94002752,0xd503201f94002752,YES
0x0b0000,2,0x7100811fb94baa68,0x7100811fb94baa68,YES
0x0b0000,3,0x8b0901089126e129,0x8b0901089126e129,YES
0x0b0000,4,0x97ff726c54000045,0x97ff726c54000045,YES
0x0b0000,5,0xf945066836000080,0xf945066836000080,YES
0x0b0000,6,0x941a206d14000003,0x941a206d14000003,YES
0x0b0000,7,0x94402285b5fffce8,0x94402285b5fffce8,YES
0x0b4000,0,0x97ff846caa1303e0,0x97ff846caa1303e0,YES
0x0b4000,1,0x2a1f03e2f9458e69,0x2a1f03e2f9458e69,YES
0x0b4000,2,0xb0011408d503201f,0xb0011408d503201f,YES
0x0b4000,3,0x2a0103f6aa0203f5,0x2a0103f6aa0203f5,YES
0x0b4000,4,0xaa1f03e7aa1f03e6,0xaa1f03e7aa1f03e6,YES
0x0b4000,5,0xb4000108b9074b29,0xb4000108b9074b29,YES
0x0b4000,6,0xb8418e80f943de94,0xb8418e80f943de94,YES
0x0b4000,7,0xf9000be9d65f03c0,0xf9000be9d65f03c0,YES
0x0b8000,0,0x52800028f9400be9,0x52800028f9400be9,YES
0x0b8000,1,0x2a0003f9d0011288,0x2a0003f9d0011288,YES
0x0b8000,2,0x8b09014954ffdee2,0x8b09014954ffdee2,YES
0x0b8000,3,0x8b0a0108d378dd6b,0x8b0a0108d378dd6b,YES
0x0b8000,4,0x1a9f37edeb16013f,0x1a9f37edeb16013f,YES
0x0b8000,5,0xf8bfc129f8bfc108,0xf8bfc129f8bfc108,YES
0x0b8000,6,0xeb0a013f8b0a016a,0xeb0a013f8b0a016a,YES
0x0b8000,7,0xa9427bfda9436ffc,0xa9427bfda9436ffc,YES
0x0bc000,0,0x39774108b0011348,0x39774108b0011348,YES
0x0bc000,1,0x927d654af80843eb,0x927d654af80843eb,YES
0x0bc000,2,0xf9400be8d503249f,0xf9400be8d503249f,YES
0x0bc000,3,0xeb0b013f9acc096b,0xeb0b013f9acc096b,YES
0x0bc000,4,0xf9001a689a8833e8,0xf9001a689a8833e8,YES
0x0bc000,5,0x8b1b018c9b1c7d4d,0x8b1b018c9b1c7d4d,YES
0x0bc000,6,0xd103a2f854001ba8,0xd103a2f854001ba8,YES
0x0bc000,7,0x1a9f07ecf110017f,0x1a9f07ecf110017f,YES
0x0c0000,0,0xa94367faa9445ff8,0xa94367faa9445ff8,YES
0x0c0000,1,0xb0011129f00112d9,0xb0011129f00112d9,YES
0x0c0000,2,0x94090ec5f9407660,0x94090ec5f9407660,YES
0x0c0000,3,0x8b0a0108f900a820,0x8b0a0108f900a820,YES
0x0c0000,4,0xd2802459d00112d4,0xd2802459d00112d4,YES
